Suite,Function,Algorithm,Mean,Std,Rank
CEC-2020,G1,GBFAO-v4,10876.836862530725,14865.109460329448,4
CEC-2020,G1,GBFAO-v3,63575.79447342187,63859.2761840013,6
CEC-2020,G1,GBFAO-v2,11749.296023056122,14928.27783965736,5
CEC-2020,G1,GBFAO-v1,100.0,2.009718347115232e-15,1
CEC-2020,G1,ARO,41718010.89030406,143257645.4265227,10
CEC-2020,G1,PSO,993007172.7027802,1354360172.3212621,11
CEC-2020,G1,GWO,5234939565.053553,2247561523.5177517,12
CEC-2020,G1,WOA,5459582.5239077285,7327423.176914956,8
CEC-2020,G1,DE,100.0,0.0,2
CEC-2020,G1,SMA,3152.0006780437834,2410.1360754211164,3
CEC-2020,G1,HHO,166531.45135400956,60611.606984196354,7
CEC-2020,G1,AO,6349565.896927105,9091978.143522648,9
CEC-2020,G2,GBFAO-v4,200.00664288621317,0.011907386171438366,5
CEC-2020,G2,GBFAO-v3,203.49980895123207,14.199002234076776,6
CEC-2020,G2,GBFAO-v2,200.0001631083347,0.0004625999518827335,4
CEC-2020,G2,GBFAO-v1,200.0,0.0,1
CEC-2020,G2,ARO,39341141456.46401,274369023681.79263,10
CEC-2020,G2,PSO,1559682338872.7295,5364389114978.507,11
CEC-2020,G2,GWO,10535006144386.258,29844504640496.305,12
CEC-2020,G2,WOA,253706.00984557546,338902.0851469611,7
CEC-2020,G2,DE,200.0,0.0,2
CEC-2020,G2,SMA,200.000000119481,1.6500759135567238e-07,3
CEC-2020,G2,HHO,549466.9787710105,2716753.1109031662,8
CEC-2020,G2,AO,3436180.6528891693,19282650.182780474,9
CEC-2020,G3,GBFAO-v4,303.5715570483231,1.2845144449157058,5
CEC-2020,G3,GBFAO-v3,324.4854985507236,8.950168178858604,6
CEC-2020,G3,GBFAO-v2,300.3854511390832,0.35589638966359455,4
CEC-2020,G3,GBFAO-v1,300.0000000000032,7.60393715084306e-12,2
CEC-2020,G3,ARO,352.8477362608022,369.93415382561545,7
CEC-2020,G3,PSO,2180.025387325049,5145.7165361546495,8
CEC-2020,G3,GWO,1071819.0190713094,4138030.1603666074,12
CEC-2020,G3,WOA,25785.88612979978,11984.509466502444,11
CEC-2020,G3,DE,300.0,2.7847474288855415e-14,1
CEC-2020,G3,SMA,300.00054768906057,0.0005024691060095548,3
CEC-2020,G3,HHO,9765.41129925343,2655.878061932844,10
CEC-2020,G3,AO,4021.7787155033143,2942.232705933316,9
CEC-2020,G4,GBFAO-v4,439.5835855313496,37.04285036629718,5
CEC-2020,G4,GBFAO-v3,517.9289811462639,128.37642939901986,6
CEC-2020,G4,GBFAO-v2,421.99965720453605,49.65775240223622,4
CEC-2020,G4,GBFAO-v1,400.41158432000486,1.2257662137873941,1
CEC-2020,G4,ARO,429925.93869561085,1241685.3130432132,9
CEC-2020,G4,PSO,108006980.65122251,357880329.5226787,11
CEC-2020,G4,GWO,3151298393.8559303,1516603452.2554414,12
CEC-2020,G4,WOA,453964.5493568705,429407.987235169,10
CEC-2020,G4,DE,407.84734312411433,50.95350676906378,2
CEC-2020,G4,SMA,421.3721241406191,39.59958490181654,3
CEC-2020,G4,HHO,282047.66744977946,441423.46959528024,7
CEC-2020,G4,AO,387875.9779493445,674374.2060427208,8
CEC-2020,G5,GBFAO-v4,525.4295766760979,10.775683946992249,4
CEC-2020,G5,GBFAO-v3,537.185569299403,16.120106648958085,7
CEC-2020,G5,GBFAO-v2,535.794415624584,18.003792062171847,6
CEC-2020,G5,GBFAO-v1,507.16370117991,3.4408859442700255,2
CEC-2020,G5,ARO,534.5273239632294,107.3680892805791,5
CEC-2020,G5,PSO,759.0480263671965,620.8442514235129,11
CEC-2020,G5,GWO,3135.0074540527658,925.2996547106527,12
CEC-2020,G5,WOA,680.7868699516829,68.44075416424873,10
CEC-2020,G5,DE,504.56777444572407,5.6277085095151325,1
CEC-2020,G5,SMA,511.088213104098,5.168320093503159,3
CEC-2020,G5,HHO,564.2597507456686,15.401489469476495,8
CEC-2020,G5,AO,587.9278238484299,59.70370696817831,9
CEC-2020,G6,GBFAO-v4,601.9982822143032,0.35967794451196566,3
CEC-2020,G6,GBFAO-v3,602.6229714876895,0.3633556139352233,7
CEC-2020,G6,GBFAO-v2,602.5075299148718,0.43347920429403347,6
CEC-2020,G6,GBFAO-v1,602.0052961572958,0.5145461090278189,4
CEC-2020,G6,ARO,601.8504924089444,0.6234882361726021,2
CEC-2020,G6,PSO,602.0710276371711,0.6574909255007346,5
CEC-2020,G6,GWO,604.483995667476,0.2123776631496331,12
CEC-2020,G6,WOA,603.3155860203218,0.4842962678722636,9
CEC-2020,G6,DE,600.6579324046216,0.45983409056263974,1
CEC-2020,G6,SMA,602.6264159464605,0.550013387776007,8
CEC-2020,G6,HHO,603.332304540891,0.32683274853198574,10
CEC-2020,G6,AO,603.4550112958979,0.3740800017141991,11
CEC-2020,G7,GBFAO-v4,725.045946803837,9.268283473360007,4
CEC-2020,G7,GBFAO-v3,735.444828199043,15.239883182115278,6
CEC-2020,G7,GBFAO-v2,732.2795297158319,14.705958059022542,5
CEC-2020,G7,GBFAO-v1,712.6757612143092,7.269467726311489,1
CEC-2020,G7,ARO,902.4116648623421,734.0915774669256,10
CEC-2020,G7,PSO,3209.1445969329593,2517.1047677077268,11
CEC-2020,G7,GWO,16943.474426337052,4910.284811318555,12
CEC-2020,G7,WOA,816.5776504397758,63.47817189464679,9
CEC-2020,G7,DE,712.964971153262,10.893559737058254,2
CEC-2020,G7,SMA,713.0899685232727,5.9634698121382215,3
CEC-2020,G7,HHO,757.6691292397488,13.901675537614393,7
CEC-2020,G7,AO,776.5423658635897,66.75313906788517,8
CEC-2020,G8,GBFAO-v4,811.4687802765693,4.757920517128809,4
CEC-2020,G8,GBFAO-v3,823.8599319874667,9.46998690488351,6
CEC-2020,G8,GBFAO-v2,826.2303464250856,11.906426651917526,7
CEC-2020,G8,GBFAO-v1,809.3321730157903,2.4994811300500377,3
CEC-2020,G8,ARO,820.14,12.091335740934499,5
CEC-2020,G8,PSO,1439.3500000081456,1003.3617891817688,11
CEC-2020,G8,GWO,7791.885921552785,2349.126290248427,12
CEC-2020,G8,WOA,934.5786711055111,85.09178477982879,10
CEC-2020,G8,DE,805.7982242645204,1.8561172253778002,1
CEC-2020,G8,SMA,806.0806489585628,2.971422436645056,2
CEC-2020,G8,HHO,838.1027239542326,12.413071824488055,8
CEC-2020,G8,AO,896.6126446680355,148.39771071893082,9
CEC-2020,G9,GBFAO-v4,902.2399521602416,0.9587345308304243,2
CEC-2020,G9,GBFAO-v3,903.402923392687,1.7437636421814158,3
CEC-2020,G9,GBFAO-v2,903.8685274778601,1.7870221877752184,4
CEC-2020,G9,GBFAO-v1,900.4477609439195,1.1106971270908002,1
CEC-2020,G9,ARO,2871713.173436216,9707841.68984688,10
CEC-2020,G9,PSO,7886284.345423112,14825711.75145883,11
CEC-2020,G9,GWO,161999190.75916675,199052797.30370307,12
CEC-2020,G9,WOA,23796.40378552743,10753.990785223052,8
CEC-2020,G9,DE,1432542.3195602032,7013585.589938972,9
CEC-2020,G9,SMA,2006.9092552963555,2146.1004182416823,5
CEC-2020,G9,HHO,16574.698096113512,11345.630564053276,7
CEC-2020,G9,AO,9153.96744567338,5821.1012956354425,6
CEC-2020,G10,GBFAO-v4,1048.4022166816185,39.2004466043561,3
CEC-2020,G10,GBFAO-v3,1163.8224600350231,160.93913558302023,6
CEC-2020,G10,GBFAO-v2,1130.5062880446856,349.7529414027107,5
CEC-2020,G10,GBFAO-v1,1005.4788407593705,7.488068527148446,2
CEC-2020,G10,ARO,5557.764178856542,31562.6579450731,7
CEC-2020,G10,PSO,19384651.70523872,52398200.52174114,11
CEC-2020,G10,GWO,457085422.7276921,308612852.39578813,12
CEC-2020,G10,WOA,25201.197696338088,41861.378263159386,9
CEC-2020,G10,DE,1002.2415612277326,1.1368683772161603e-13,1
CEC-2020,G10,SMA,1070.4113249723334,87.73557230923628,4
CEC-2020,G10,HHO,10899.12086489929,39653.893984622104,8
CEC-2020,G10,AO,43374.32037206695,89070.93992760124,10
